Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Lagos,PM2.5 - Principal,2021-01-02 09:00 AM,2021,01,02,09,60.0,153,Unhealthy,72.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-02 10:00 AM,2021,01,02,10,56.0,151,Unhealthy,48.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-02 11:00 AM,2021,01,02,11,52.3,142,Unhealthy for Sensitive Groups,45.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-02 12:00 PM,2021,01,02,12,49.2,135,Unhealthy for Sensitive Groups,44.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-02 01:00 PM,2021,01,02,13,45.4,125,Unhealthy for Sensitive Groups,41.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-02 02:00 PM,2021,01,02,14,42.7,119,Unhealthy for Sensitive Groups,39.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-02 03:00 PM,2021,01,02,15,41.6,116,Unhealthy for Sensitive Groups,40.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-02 04:00 PM,2021,01,02,16,41.0,115,Unhealthy for Sensitive Groups,40.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-02 05:00 PM,2021,01,02,17,40.2,113,Unhealthy for Sensitive Groups,39.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-02 06:00 PM,2021,01,02,18,38.9,109,Unhealthy for Sensitive Groups,37.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-02 07:00 PM,2021,01,02,19,38.0,107,Unhealthy for Sensitive Groups,37.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-02 08:00 PM,2021,01,02,20,37.9,107,Unhealthy for Sensitive Groups,37.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-02 09:00 PM,2021,01,02,21,39.1,110,Unhealthy for Sensitive Groups,39.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-02 10:00 PM,2021,01,02,22,39.1,110,Unhealthy for Sensitive Groups,38.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-02 11:00 PM,2021,01,02,23,38.4,108,Unhealthy for Sensitive Groups,36.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-03 12:00 AM,2021,01,03,00,38.2,108,Unhealthy for Sensitive Groups,36.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-03 01:00 AM,2021,01,03,01,37.9,107,Unhealthy for Sensitive Groups,36.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-03 02:00 AM,2021,01,03,02,37.7,106,Unhealthy for Sensitive Groups,36.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-03 03:00 AM,2021,01,03,03,37.2,105,Unhealthy for Sensitive Groups,35.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-03 04:00 AM,2021,01,03,04,37.0,105,Unhealthy for Sensitive Groups,36.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-03 05:00 AM,2021,01,03,05,36.8,104,Unhealthy for Sensitive Groups,35.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-03 06:00 AM,2021,01,03,06,36.4,103,Unhealthy for Sensitive Groups,34.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-03 07:00 AM,2021,01,03,07,36.2,103,Unhealthy for Sensitive Groups,35.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-03 08:00 AM,2021,01,03,08,36.6,104,Unhealthy for Sensitive Groups,39.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-03 09:00 AM,2021,01,03,09,36.3,103,Unhealthy for Sensitive Groups,35.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-03 10:00 AM,2021,01,03,10,36.0,102,Unhealthy for Sensitive Groups,34.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-03 11:00 AM,2021,01,03,11,35.7,101,Unhealthy for Sensitive Groups,34.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-03 12:00 PM,2021,01,03,12,35.0,99,Moderate,32.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-03 01:00 PM,2021,01,03,13,34.4,98,Moderate,32.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-03 02:00 PM,2021,01,03,14,33.8,97,Moderate,31.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-03 03:00 PM,2021,01,03,15,33.3,96,Moderate,31.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-03 04:00 PM,2021,01,03,16,32.7,94,Moderate,31.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-03 05:00 PM,2021,01,03,17,32.2,93,Moderate,30.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-03 06:00 PM,2021,01,03,18,31.7,92,Moderate,30.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-03 07:00 PM,2021,01,03,19,31.5,92,Moderate,31.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-03 08:00 PM,2021,01,03,20,31.7,92,Moderate,32.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-03 09:00 PM,2021,01,03,21,31.6,92,Moderate,31.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-03 10:00 PM,2021,01,03,22,31.4,92,Moderate,30.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-03 11:00 PM,2021,01,03,23,31.3,91,Moderate,31.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-04 12:00 AM,2021,01,04,00,31.2,91,Moderate,30.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-04 01:00 AM,2021,01,04,01,31.0,91,Moderate,30.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-04 02:00 AM,2021,01,04,02,30.8,90,Moderate,29.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-04 03:00 AM,2021,01,04,03,30.7,90,Moderate,30.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-04 04:00 AM,2021,01,04,04,30.6,90,Moderate,29.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-04 05:00 AM,2021,01,04,05,30.7,90,Moderate,31.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-04 06:00 AM,2021,01,04,06,31.5,92,Moderate,35.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-04 07:00 AM,2021,01,04,07,43.2,120,Unhealthy for Sensitive Groups,55.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-04 08:00 AM,2021,01,04,08,53.4,145,Unhealthy for Sensitive Groups,62.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-04 09:00 AM,2021,01,04,09,58.0,152,Unhealthy,62.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-04 10:00 AM,2021,01,04,10,48.9,134,Unhealthy for Sensitive Groups,39.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-04 11:00 AM,2021,01,04,11,41.4,116,Unhealthy for Sensitive Groups,33.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-04 12:00 PM,2021,01,04,12,35.4,100,Moderate,29.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-04 01:00 PM,2021,01,04,13,32.3,93,Moderate,29.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-04 02:00 PM,2021,01,04,14,30.3,89,Moderate,28.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-04 03:00 PM,2021,01,04,15,28.8,86,Moderate,27.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-04 04:00 PM,2021,01,04,16,27.5,83,Moderate,26.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-04 05:00 PM,2021,01,04,17,26.4,81,Moderate,25.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-04 06:00 PM,2021,01,04,18,25.6,79,Moderate,24.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-04 07:00 PM,2021,01,04,19,25.4,79,Moderate,25.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-04 08:00 PM,2021,01,04,20,29.4,87,Moderate,33.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-04 09:00 PM,2021,01,04,21,31.6,92,Moderate,36.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-04 10:00 PM,2021,01,04,22,32.8,95,Moderate,36.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-04 11:00 PM,2021,01,04,23,32.0,93,Moderate,30.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-05 12:00 AM,2021,01,05,00,30.1,89,Moderate,26.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-05 01:00 AM,2021,01,05,01,28.6,86,Moderate,25.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-05 02:00 AM,2021,01,05,02,40.0,112,Unhealthy for Sensitive Groups,52.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-05 03:00 AM,2021,01,05,03,50.0,137,Unhealthy for Sensitive Groups,59.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-05 04:00 AM,2021,01,05,04,50.8,139,Unhealthy for Sensitive Groups,51.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-05 05:00 AM,2021,01,05,05,51.4,140,Unhealthy for Sensitive Groups,52.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-05 06:00 AM,2021,01,05,06,48.1,132,Unhealthy for Sensitive Groups,44.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-05 07:00 AM,2021,01,05,07,42.4,118,Unhealthy for Sensitive Groups,36.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-05 08:00 AM,2021,01,05,08,44.0,122,Unhealthy for Sensitive Groups,45.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-05 09:00 AM,2021,01,05,09,40.7,114,Unhealthy for Sensitive Groups,37.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-05 10:00 AM,2021,01,05,10,44.9,124,Unhealthy for Sensitive Groups,49.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-05 11:00 AM,2021,01,05,11,45.2,125,Unhealthy for Sensitive Groups,45.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-05 12:00 PM,2021,01,05,12,38.7,109,Unhealthy for Sensitive Groups,32.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-05 01:00 PM,2021,01,05,13,32.1,93,Moderate,25.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-05 02:00 PM,2021,01,05,14,28.0,84,Moderate,24.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-05 03:00 PM,2021,01,05,15,25.8,80,Moderate,23.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-05 04:00 PM,2021,01,05,16,24.3,77,Moderate,22.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-05 05:00 PM,2021,01,05,17,23.4,75,Moderate,22.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-05 06:00 PM,2021,01,05,18,22.3,72,Moderate,21.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-05 07:00 PM,2021,01,05,19,21.9,72,Moderate,21.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-05 08:00 PM,2021,01,05,20,22.0,72,Moderate,22.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-05 09:00 PM,2021,01,05,21,21.7,71,Moderate,21.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-05 10:00 PM,2021,01,05,22,22.6,73,Moderate,23.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-05 11:00 PM,2021,01,05,23,22.9,74,Moderate,23.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-06 12:00 AM,2021,01,06,00,22.7,73,Moderate,22.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-06 01:00 AM,2021,01,06,01,22.6,73,Moderate,22.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-06 02:00 AM,2021,01,06,02,22.5,73,Moderate,22.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-06 03:00 AM,2021,01,06,03,22.5,73,Moderate,23.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-06 04:00 AM,2021,01,06,04,22.7,73,Moderate,23.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-06 05:00 AM,2021,01,06,05,22.7,73,Moderate,23.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-06 06:00 AM,2021,01,06,06,23.2,74,Moderate,25.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-06 07:00 AM,2021,01,06,07,28.9,86,Moderate,36.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-06 08:00 AM,2021,01,06,08,37.0,105,Unhealthy for Sensitive Groups,43.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-06 09:00 AM,2021,01,06,09,38.0,107,Unhealthy for Sensitive Groups,39.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-06 10:00 AM,2021,01,06,10,37.0,105,Unhealthy for Sensitive Groups,35.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-06 11:00 AM,2021,01,06,11,34.3,98,Moderate,31.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-06 12:00 PM,2021,01,06,12,32.3,93,Moderate,30.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-06 01:00 PM,2021,01,06,13,27.6,84,Moderate,22.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-06 02:00 PM,2021,01,06,14,25.6,79,Moderate,23.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-06 03:00 PM,2021,01,06,15,24.3,77,Moderate,22.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-06 04:00 PM,2021,01,06,16,24.5,77,Moderate,24.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-06 05:00 PM,2021,01,06,17,23.7,75,Moderate,22.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-06 06:00 PM,2021,01,06,18,23.0,74,Moderate,22.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-06 07:00 PM,2021,01,06,19,22.1,72,Moderate,21.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-06 08:00 PM,2021,01,06,20,21.8,71,Moderate,21.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-06 09:00 PM,2021,01,06,21,21.3,70,Moderate,20.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-06 10:00 PM,2021,01,06,22,21.4,71,Moderate,21.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-06 11:00 PM,2021,01,06,23,21.6,71,Moderate,21.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-07 12:00 AM,2021,01,07,00,22.3,72,Moderate,24.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-07 01:00 AM,2021,01,07,01,21.0,70,Moderate,17.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-07 02:00 AM,2021,01,07,02,20.9,70,Moderate,20.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-07 03:00 AM,2021,01,07,03,33.2,95,Moderate,45.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-07 04:00 AM,2021,01,07,04,40.6,114,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-07 05:00 AM,2021,01,07,05,38.5,108,Unhealthy for Sensitive Groups,36.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-07 06:00 AM,2021,01,07,06,40.2,113,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-07 07:00 AM,2021,01,07,07,41.7,116,Unhealthy for Sensitive Groups,43.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-07 08:00 AM,2021,01,07,08,39.9,112,Unhealthy for Sensitive Groups,38.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-07 09:00 AM,2021,01,07,09,60.7,154,Unhealthy,81.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-07 10:00 AM,2021,01,07,10,63.5,155,Unhealthy,66.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-07 11:00 AM,2021,01,07,11,58.2,152,Unhealthy,53.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-07 12:00 PM,2021,01,07,12,53.2,145,Unhealthy for Sensitive Groups,48.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-07 01:00 PM,2021,01,07,13,37.4,106,Unhealthy for Sensitive Groups,21.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-07 02:00 PM,2021,01,07,14,28.7,86,Moderate,20.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-07 03:00 PM,2021,01,07,15,23.9,76,Moderate,19.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-07 04:00 PM,2021,01,07,16,20.5,69,Moderate,17.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-07 05:00 PM,2021,01,07,17,18.5,64,Moderate,16.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-07 06:00 PM,2021,01,07,18,17.4,62,Moderate,16.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-07 07:00 PM,2021,01,07,19,17.7,63,Moderate,17.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-07 08:00 PM,2021,01,07,20,18.1,64,Moderate,18.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-07 09:00 PM,2021,01,07,21,18.0,63,Moderate,17.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-07 10:00 PM,2021,01,07,22,19.8,67,Moderate,21.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-07 11:00 PM,2021,01,07,23,21.0,70,Moderate,22.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-08 12:00 AM,2021,01,08,00,19.9,67,Moderate,20.2,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-08 01:00 AM,2021,01,08,01,19.0,66,Moderate,16.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-08 02:00 AM,2021,01,08,02,18.3,64,Moderate,16.4,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-08 03:00 AM,2021,01,08,03,17.8,63,Moderate,16.5,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-08 04:00 AM,2021,01,08,04,17.0,61,Moderate,15.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-08 05:00 AM,2021,01,08,05,16.9,61,Moderate,16.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-08 06:00 AM,2021,01,08,06,17.2,62,Moderate,17.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-08 07:00 AM,2021,01,08,07,18.0,63,Moderate,19.7,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-08 08:00 AM,2021,01,08,08,27.2,83,Moderate,36.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-08 09:00 AM,2021,01,08,09,27.5,83,Moderate,27.8,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-08 10:00 AM,2021,01,08,10,26.8,82,Moderate,26.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-08 11:00 AM,2021,01,08,11,25.4,79,Moderate,23.9,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-08 12:00 PM,2021,01,08,12,23.7,75,Moderate,22.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-08 01:00 PM,2021,01,08,13,20.9,70,Moderate,18.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-08 02:00 PM,2021,01,08,14,18.5,64,Moderate,16.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-08 03:00 PM,2021,01,08,15,18.3,64,Moderate,18.1,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-08 04:00 PM,2021,01,08,16,17.5,62,Moderate,16.6,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-08 05:00 PM,2021,01,08,17,16.4,60,Moderate,15.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-08 06:00 PM,2021,01,08,18,16.2,60,Moderate,16.0,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-08 07:00 PM,2021,01,08,19,16.3,60,Moderate,16.3,UG/M3,1 Hr,Valid
Lagos,PM2.5 - Principal,2021-01-08 08:00 PM,2021,01,08,20,16.1,59,Moderate,15.9,UG/M3,1 Hr,Valid
