Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Manama,PM2.5 - Principal,2019-01-01 01:00 AM,2019,01,01,01,35.9,102,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-01 02:00 AM,2019,01,01,02,35.9,102,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-01 03:00 AM,2019,01,01,03,31.9,93,Moderate,28.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-01 04:00 AM,2019,01,01,04,31.9,93,Moderate,32.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-01 05:00 AM,2019,01,01,05,32.0,93,Moderate,32.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-01 06:00 AM,2019,01,01,06,25.4,79,Moderate,19.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-01 07:00 AM,2019,01,01,07,25.7,80,Moderate,26.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-01 08:00 AM,2019,01,01,08,24.8,78,Moderate,24.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-01 09:00 AM,2019,01,01,09,23.9,76,Moderate,23.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-01 10:00 AM,2019,01,01,10,21.4,71,Moderate,19.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-01 11:00 AM,2019,01,01,11,19.7,67,Moderate,18.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-01 12:00 PM,2019,01,01,12,20.8,69,Moderate,22.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-01 01:00 PM,2019,01,01,13,20.9,70,Moderate,21.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-01 02:00 PM,2019,01,01,14,19.0,66,Moderate,17.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-01 03:00 PM,2019,01,01,15,23.7,75,Moderate,29.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-01 04:00 PM,2019,01,01,16,26.6,81,Moderate,30.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-01 05:00 PM,2019,01,01,17,26.6,81,Moderate,27.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-01 06:00 PM,2019,01,01,18,27.2,83,Moderate,28.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-01 07:00 PM,2019,01,01,19,27.5,83,Moderate,28.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-01 08:00 PM,2019,01,01,20,27.7,84,Moderate,28.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-01 09:00 PM,2019,01,01,21,26.5,81,Moderate,25.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-01 10:00 PM,2019,01,01,22,22.8,74,Moderate,18.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-01 11:00 PM,2019,01,01,23,21.1,70,Moderate,19.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-02 12:00 AM,2019,01,02,00,22.4,73,Moderate,24.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-02 01:00 AM,2019,01,02,01,23.0,74,Moderate,24.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-02 02:00 AM,2019,01,02,02,21.8,71,Moderate,20.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-02 03:00 AM,2019,01,02,03,22.7,73,Moderate,24.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-02 04:00 AM,2019,01,02,04,23.1,74,Moderate,24.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-02 05:00 AM,2019,01,02,05,27.0,82,Moderate,32.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-02 06:00 AM,2019,01,02,06,32.3,93,Moderate,37.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-02 07:00 AM,2019,01,02,07,38.1,107,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-02 08:00 AM,2019,01,02,08,42.5,118,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-02 09:00 AM,2019,01,02,09,45.7,126,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-02 10:00 AM,2019,01,02,10,43.9,122,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-02 11:00 AM,2019,01,02,11,41.9,117,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-02 12:00 PM,2019,01,02,12,49.9,136,Unhealthy for Sensitive Groups,58.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-02 01:00 PM,2019,01,02,13,54.4,148,Unhealthy for Sensitive Groups,59.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-02 02:00 PM,2019,01,02,14,53.2,145,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-02 03:00 PM,2019,01,02,15,53.1,144,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-02 04:00 PM,2019,01,02,16,57.4,152,Unhealthy,62.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-02 05:00 PM,2019,01,02,17,59.8,153,Unhealthy,64.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-02 06:00 PM,2019,01,02,18,60.6,154,Unhealthy,63.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-02 07:00 PM,2019,01,02,19,56.6,152,Unhealthy,50.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-02 08:00 PM,2019,01,02,20,51.1,139,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-02 09:00 PM,2019,01,02,21,42.2,117,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-02 10:00 PM,2019,01,02,22,43.0,119,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-02 11:00 PM,2019,01,02,23,37.3,105,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-03 12:00 AM,2019,01,03,00,36.1,102,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-03 01:00 AM,2019,01,03,01,39.0,110,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-03 02:00 AM,2019,01,03,02,36.5,103,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-03 03:00 AM,2019,01,03,03,35.2,100,Moderate,34.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-03 04:00 AM,2019,01,03,04,36.6,104,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-03 05:00 AM,2019,01,03,05,38.7,109,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-03 06:00 AM,2019,01,03,06,36.3,103,Unhealthy for Sensitive Groups,33.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-03 07:00 AM,2019,01,03,07,36.9,104,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-03 08:00 AM,2019,01,03,08,36.0,102,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-03 09:00 AM,2019,01,03,09,35.5,101,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-03 10:00 AM,2019,01,03,10,37.1,105,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-03 11:00 AM,2019,01,03,11,36.4,103,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-03 12:00 PM,2019,01,03,12,35.8,102,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-03 01:00 PM,2019,01,03,13,33.0,95,Moderate,28.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-03 02:00 PM,2019,01,03,14,33.3,96,Moderate,34.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-03 03:00 PM,2019,01,03,15,33.2,95,Moderate,33.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-03 04:00 PM,2019,01,03,16,34.1,97,Moderate,36.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-03 05:00 PM,2019,01,03,17,36.4,103,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-03 06:00 PM,2019,01,03,18,42.8,119,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-03 07:00 PM,2019,01,03,19,45.1,125,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-03 08:00 PM,2019,01,03,20,49.6,136,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-03 09:00 PM,2019,01,03,21,49.8,136,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-03 10:00 PM,2019,01,03,22,67.4,157,Unhealthy,85.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-03 11:00 PM,2019,01,03,23,57.2,152,Unhealthy,47.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-04 12:00 AM,2019,01,04,00,57.1,152,Unhealthy,57.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-04 01:00 AM,2019,01,04,01,46.5,128,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-04 02:00 AM,2019,01,04,02,38.2,108,Unhealthy for Sensitive Groups,30.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-04 03:00 AM,2019,01,04,03,30.6,90,Moderate,23.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-04 04:00 AM,2019,01,04,04,28.8,86,Moderate,27.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-04 05:00 AM,2019,01,04,05,28.4,85,Moderate,28.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-04 06:00 AM,2019,01,04,06,26.2,81,Moderate,24.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-04 07:00 AM,2019,01,04,07,24.5,77,Moderate,23.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-04 08:00 AM,2019,01,04,08,25.7,80,Moderate,27.0,UG/M3,1 Hr,Valid
Manama,PM2.5 - Principal,2019-01-04 09:00 AM,2019,01,04,09,26.8,82,Moderate,28.0,UG/M3,1 Hr,Valid
