Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Chennai,PM2.5 - Principal,2018-01-01 01:00 AM,2018,01,01,01,89.1,168,Unhealthy,87.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-01 02:00 AM,2018,01,01,02,105.5,177,Unhealthy,122.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-01 03:00 AM,2018,01,01,03,100.2,174,Unhealthy,95.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-01 04:00 AM,2018,01,01,04,89.6,169,Unhealthy,79.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-01 05:00 AM,2018,01,01,05,76.3,162,Unhealthy,63.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-01 06:00 AM,2018,01,01,06,58.6,153,Unhealthy,41.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-01 07:00 AM,2018,01,01,07,55.3,150,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-01 08:00 AM,2018,01,01,08,64.1,155,Unhealthy,73.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-01 09:00 AM,2018,01,01,09,74.0,161,Unhealthy,84.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-01 10:00 AM,2018,01,01,10,56.5,152,Unhealthy,39.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-01 11:00 AM,2018,01,01,11,43.7,121,Unhealthy for Sensitive Groups,31.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-01 12:00 PM,2018,01,01,12,36.8,104,Unhealthy for Sensitive Groups,30.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-01 01:00 PM,2018,01,01,13,35.4,100,Moderate,34.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-01 02:00 PM,2018,01,01,14,31.7,92,Moderate,28.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-01 03:00 PM,2018,01,01,15,38.3,108,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-01 04:00 PM,2018,01,01,16,45.6,126,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-01 05:00 PM,2018,01,01,17,55.3,150,Unhealthy for Sensitive Groups,65.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-01 06:00 PM,2018,01,01,18,62.6,155,Unhealthy,70.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-01 07:00 PM,2018,01,01,19,62.3,155,Unhealthy,62.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-01 08:00 PM,2018,01,01,20,72.1,160,Unhealthy,82.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-01 09:00 PM,2018,01,01,21,80.5,164,Unhealthy,89.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-01 10:00 PM,2018,01,01,22,81.2,164,Unhealthy,82.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-01 11:00 PM,2018,01,01,23,77.6,162,Unhealthy,74.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-02 12:00 AM,2018,01,02,00,64.3,156,Unhealthy,51.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-02 01:00 AM,2018,01,02,01,54.6,148,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-02 02:00 AM,2018,01,02,02,40.8,114,Unhealthy for Sensitive Groups,27.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-02 03:00 AM,2018,01,02,03,46.4,128,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-02 04:00 AM,2018,01,02,04,47.2,130,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-02 05:00 AM,2018,01,02,05,65.1,156,Unhealthy,83.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-02 06:00 AM,2018,01,02,06,83.5,165,Unhealthy,102.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-02 07:00 AM,2018,01,02,07,89.7,169,Unhealthy,96.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-02 08:00 AM,2018,01,02,08,96.3,172,Unhealthy,103.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-02 09:00 AM,2018,01,02,09,98.6,173,Unhealthy,101.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-02 10:00 AM,2018,01,02,10,90.8,169,Unhealthy,83.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-02 11:00 AM,2018,01,02,11,79.4,163,Unhealthy,68.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-02 12:00 PM,2018,01,02,12,73.2,160,Unhealthy,67.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-02 01:00 PM,2018,01,02,13,72.6,160,Unhealthy,72.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-02 02:00 PM,2018,01,02,14,69.8,158,Unhealthy,67.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-02 03:00 PM,2018,01,02,15,53.4,145,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-02 04:00 PM,2018,01,02,16,41.6,116,Unhealthy for Sensitive Groups,30.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-02 05:00 PM,2018,01,02,17,34.8,99,Moderate,28.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-02 06:00 PM,2018,01,02,18,34.4,98,Moderate,34.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-02 07:00 PM,2018,01,02,19,31.1,91,Moderate,28.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-02 08:00 PM,2018,01,02,20,28.5,85,Moderate,26.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-02 09:00 PM,2018,01,02,21,27.2,83,Moderate,26.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-02 10:00 PM,2018,01,02,22,24.1,76,Moderate,21.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-02 11:00 PM,2018,01,02,23,22.5,73,Moderate,21.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-03 12:00 AM,2018,01,03,00,22.7,73,Moderate,23.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-03 01:00 AM,2018,01,03,01,25.3,79,Moderate,28.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-03 02:00 AM,2018,01,03,02,21.1,70,Moderate,17.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-03 03:00 AM,2018,01,03,03,24.5,77,Moderate,28.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-03 04:00 AM,2018,01,03,04,33.2,95,Moderate,42.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-03 05:00 AM,2018,01,03,05,33.1,95,Moderate,33.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-03 06:00 AM,2018,01,03,06,37.5,106,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-03 07:00 AM,2018,01,03,07,47.2,130,Unhealthy for Sensitive Groups,57.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-03 08:00 AM,2018,01,03,08,64.6,156,Unhealthy,82.0,UG/M3,1 Hr,Valid
Chennai,PM2.5 - Principal,2018-01-03 09:00 AM,2018,01,03,09,79.8,164,Unhealthy,95.0,UG/M3,1 Hr,Valid
