Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Sarajevo,PM2.5 - Principal,2023-05-01 02:00 AM,2023,05,01,02,23.1,74,Moderate,21.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2023-05-01 03:00 AM,2023,05,01,03,19.5,67,Moderate,16.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2023-05-01 04:00 AM,2023,05,01,04,18.7,65,Moderate,18.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2023-05-01 05:00 AM,2023,05,01,05,17.3,62,Moderate,16.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2023-05-01 06:00 AM,2023,05,01,06,11.6,48,Good,6.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2023-05-01 07:00 AM,2023,05,01,07,9.8,41,Good,8.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2023-05-01 08:00 AM,2023,05,01,08,9.4,39,Good,9.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2023-05-01 09:00 AM,2023,05,01,09,8.7,36,Good,8.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2023-05-01 10:00 AM,2023,05,01,10,14.3,56,Moderate,20.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2023-05-01 11:00 AM,2023,05,01,11,15.1,57,Moderate,16.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2023-05-01 12:00 PM,2023,05,01,12,9.0,38,Good,3.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2023-05-01 01:00 PM,2023,05,01,13,6.5,27,Good,4.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2023-05-01 02:00 PM,2023,05,01,14,5.2,22,Good,4.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2023-05-01 03:00 PM,2023,05,01,15,4.6,19,Good,4.0,UG/M3,1 Hr,Valid
