Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Hanoi,PM2.5 - Principal,2019-01-01 01:00 AM,2019,01,01,01,37.1,105,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-01 02:00 AM,2019,01,01,02,40.5,113,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-01 03:00 AM,2019,01,01,03,36.7,104,Unhealthy for Sensitive Groups,33.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-01 04:00 AM,2019,01,01,04,32.8,95,Moderate,29.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-01 05:00 AM,2019,01,01,05,33.4,96,Moderate,34.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-01 06:00 AM,2019,01,01,06,32.0,93,Moderate,30.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-01 07:00 AM,2019,01,01,07,31.1,91,Moderate,30.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-01 08:00 AM,2019,01,01,08,34.1,97,Moderate,38.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-01 09:00 AM,2019,01,01,09,34.9,99,Moderate,37.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-01 10:00 AM,2019,01,01,10,36.3,103,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-01 11:00 AM,2019,01,01,11,36.5,103,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-01 12:00 PM,2019,01,01,12,37.0,105,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-01 01:00 PM,2019,01,01,13,32.0,93,Moderate,25.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-01 02:00 PM,2019,01,01,14,30.3,89,Moderate,26.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-01 03:00 PM,2019,01,01,15,26.1,80,Moderate,22.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-01 04:00 PM,2019,01,01,16,25.2,79,Moderate,24.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-01 05:00 PM,2019,01,01,17,24.2,76,Moderate,23.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-01 06:00 PM,2019,01,01,18,23.2,74,Moderate,22.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-01 07:00 PM,2019,01,01,19,24.8,78,Moderate,27.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-01 08:00 PM,2019,01,01,20,27.9,84,Moderate,32.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-01 09:00 PM,2019,01,01,21,35.5,101,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-01 10:00 PM,2019,01,01,22,34.7,99,Moderate,34.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-01 11:00 PM,2019,01,01,23,30.9,91,Moderate,27.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-02 12:00 AM,2019,01,02,00,31.9,93,Moderate,33.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-02 01:00 AM,2019,01,02,01,28.5,85,Moderate,25.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-02 02:00 AM,2019,01,02,02,28.2,85,Moderate,28.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-02 03:00 AM,2019,01,02,03,26.1,80,Moderate,24.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-02 04:00 AM,2019,01,02,04,29.0,87,Moderate,32.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-02 05:00 AM,2019,01,02,05,27.0,82,Moderate,25.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-02 06:00 AM,2019,01,02,06,25.2,79,Moderate,23.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-02 07:00 AM,2019,01,02,07,25.1,78,Moderate,25.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-02 08:00 AM,2019,01,02,08,25.5,79,Moderate,26.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-02 09:00 AM,2019,01,02,09,25.8,80,Moderate,26.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-02 10:00 AM,2019,01,02,10,28.4,85,Moderate,34.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-02 11:00 AM,2019,01,02,11,29.6,88,Moderate,32.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-02 12:00 PM,2019,01,02,12,30.0,89,Moderate,31.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-02 01:00 PM,2019,01,02,13,28.4,85,Moderate,25.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-02 02:00 PM,2019,01,02,14,27.9,84,Moderate,27.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-02 03:00 PM,2019,01,02,15,38.2,108,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-02 04:00 PM,2019,01,02,16,47.6,131,Unhealthy for Sensitive Groups,57.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-02 05:00 PM,2019,01,02,17,54.3,147,Unhealthy for Sensitive Groups,61.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-02 06:00 PM,2019,01,02,18,63.1,155,Unhealthy,72.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-02 07:00 PM,2019,01,02,19,65.5,156,Unhealthy,68.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-02 08:00 PM,2019,01,02,20,68.2,158,Unhealthy,71.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-02 09:00 PM,2019,01,02,21,63.6,155,Unhealthy,59.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-02 10:00 PM,2019,01,02,22,47.3,130,Unhealthy for Sensitive Groups,31.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-02 11:00 PM,2019,01,02,23,40.1,112,Unhealthy for Sensitive Groups,33.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-03 12:00 AM,2019,01,03,00,37.0,105,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-03 01:00 AM,2019,01,03,01,30.5,90,Moderate,24.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-03 02:00 AM,2019,01,03,02,25.2,79,Moderate,20.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-03 03:00 AM,2019,01,03,03,22.1,72,Moderate,19.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-03 04:00 AM,2019,01,03,04,23.0,74,Moderate,24.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-03 05:00 AM,2019,01,03,05,29.0,87,Moderate,35.0,UG/M3,1 Hr,Valid
Hanoi,PM2.5 - Principal,2019-01-03 06:00 AM,2019,01,03,06,29.0,87,Moderate,29.0,UG/M3,1 Hr,Valid
