Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Mumbai,PM2.5 - Principal,2021-01-01 02:00 AM,2021,01,01,02,155.7,206,Very Unhealthy,178.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-01 03:00 AM,2021,01,01,03,162.8,213,Very Unhealthy,170.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-01 04:00 AM,2021,01,01,04,163.9,214,Very Unhealthy,165.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-01 05:00 AM,2021,01,01,05,167.8,218,Very Unhealthy,173.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-01 06:00 AM,2021,01,01,06,160.8,211,Very Unhealthy,153.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-01 07:00 AM,2021,01,01,07,147.8,199,Unhealthy,129.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-01 08:00 AM,2021,01,01,08,142.3,196,Unhealthy,133.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-01 09:00 AM,2021,01,01,09,140.1,195,Unhealthy,133.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-01 10:00 AM,2021,01,01,10,134.9,192,Unhealthy,125.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-01 11:00 AM,2021,01,01,11,129.9,189,Unhealthy,119.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-01 12:00 PM,2021,01,01,12,112.0,180,Unhealthy,96.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-01 01:00 PM,2021,01,01,13,89.6,169,Unhealthy,69.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-01 02:00 PM,2021,01,01,14,79.3,163,Unhealthy,69.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-01 03:00 PM,2021,01,01,15,80.1,164,Unhealthy,81.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-01 04:00 PM,2021,01,01,16,75.5,161,Unhealthy,71.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-01 05:00 PM,2021,01,01,17,76.2,162,Unhealthy,77.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-01 06:00 PM,2021,01,01,18,82.9,165,Unhealthy,90.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-01 07:00 PM,2021,01,01,19,97.4,173,Unhealthy,113.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-01 08:00 PM,2021,01,01,20,109.2,179,Unhealthy,122.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-01 09:00 PM,2021,01,01,21,113.7,181,Unhealthy,121.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-01 10:00 PM,2021,01,01,22,119.3,184,Unhealthy,126.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-01 11:00 PM,2021,01,01,23,127.5,188,Unhealthy,135.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-02 12:00 AM,2021,01,02,00,130.7,190,Unhealthy,134.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-02 01:00 AM,2021,01,02,01,134.9,192,Unhealthy,139.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-02 02:00 AM,2021,01,02,02,131.9,190,Unhealthy,129.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-02 03:00 AM,2021,01,02,03,132.4,191,Unhealthy,133.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-02 04:00 AM,2021,01,02,04,129.9,189,Unhealthy,127.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-02 05:00 AM,2021,01,02,05,130.8,190,Unhealthy,132.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-02 06:00 AM,2021,01,02,06,125.6,187,Unhealthy,109.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-02 07:00 AM,2021,01,02,07,123.3,186,Unhealthy,115.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-02 08:00 AM,2021,01,02,08,123.9,186,Unhealthy,126.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-02 09:00 AM,2021,01,02,09,126.0,187,Unhealthy,133.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-02 10:00 AM,2021,01,02,10,146.9,198,Unhealthy,179.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-02 11:00 AM,2021,01,02,11,158.3,209,Very Unhealthy,176.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-02 12:00 PM,2021,01,02,12,139.0,194,Unhealthy,109.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-02 01:00 PM,2021,01,02,13,135.4,192,Unhealthy,130.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-02 02:00 PM,2021,01,02,14,129.0,189,Unhealthy,119.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-02 03:00 PM,2021,01,02,15,130.1,190,Unhealthy,132.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-02 04:00 PM,2021,01,02,16,127.3,188,Unhealthy,123.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-02 05:00 PM,2021,01,02,17,114.8,182,Unhealthy,100.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-02 06:00 PM,2021,01,02,18,95.5,172,Unhealthy,78.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-02 07:00 PM,2021,01,02,19,95.7,172,Unhealthy,96.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-02 08:00 PM,2021,01,02,20,96.8,172,Unhealthy,98.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-02 09:00 PM,2021,01,02,21,97.4,173,Unhealthy,98.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-02 10:00 PM,2021,01,02,22,105.7,177,Unhealthy,114.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-02 11:00 PM,2021,01,02,23,113.3,181,Unhealthy,126.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-03 12:00 AM,2021,01,03,00,119.3,184,Unhealthy,128.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-03 01:00 AM,2021,01,03,01,123.2,186,Unhealthy,129.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-03 02:00 AM,2021,01,03,02,126.0,187,Unhealthy,130.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-03 03:00 AM,2021,01,03,03,127.4,188,Unhealthy,130.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-03 04:00 AM,2021,01,03,04,129.4,189,Unhealthy,132.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-03 05:00 AM,2021,01,03,05,127.6,188,Unhealthy,125.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-03 06:00 AM,2021,01,03,06,125.5,187,Unhealthy,123.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-03 07:00 AM,2021,01,03,07,128.0,188,Unhealthy,134.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-03 08:00 AM,2021,01,03,08,128.5,189,Unhealthy,129.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-03 09:00 AM,2021,01,03,09,132.9,191,Unhealthy,147.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-03 10:00 AM,2021,01,03,10,135.6,192,Unhealthy,149.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-03 11:00 AM,2021,01,03,11,134.1,192,Unhealthy,127.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-03 12:00 PM,2021,01,03,12,131.9,190,Unhealthy,122.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-03 01:00 PM,2021,01,03,13,127.8,188,Unhealthy,115.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-03 02:00 PM,2021,01,03,14,117.7,183,Unhealthy,101.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-03 03:00 PM,2021,01,03,15,108.4,178,Unhealthy,95.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-03 04:00 PM,2021,01,03,16,102.2,175,Unhealthy,93.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-03 05:00 PM,2021,01,03,17,90.2,169,Unhealthy,80.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-03 06:00 PM,2021,01,03,18,82.8,165,Unhealthy,76.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-03 07:00 PM,2021,01,03,19,77.2,162,Unhealthy,72.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-03 08:00 PM,2021,01,03,20,78.1,163,Unhealthy,79.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-03 09:00 PM,2021,01,03,21,81.5,164,Unhealthy,85.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-03 10:00 PM,2021,01,03,22,89.1,168,Unhealthy,99.0,UG/M3,1 Hr,Valid
Mumbai,PM2.5 - Principal,2021-01-03 11:00 PM,2021,01,03,23,102.3,175,Unhealthy,122.0,UG/M3,1 Hr,Valid
