Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Phora Durbar Kathmandu,O3,2020-11-01 08:00 PM,2020,11,01,20,12.0,11,Good,9.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-01 09:00 PM,2020,11,01,21,7.0,6,Good,3.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-01 10:00 PM,2020,11,01,22,6.0,6,Good,2.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-01 11:00 PM,2020,11,01,23,9.0,8,Good,6.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-02 12:00 AM,2020,11,02,00,7.0,6,Good,3.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-02 01:00 AM,2020,11,02,01,6.0,6,Good,1.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-02 02:00 AM,2020,11,02,02,8.0,7,Good,4.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-02 03:00 AM,2020,11,02,03,7.0,6,Good,3.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-02 04:00 AM,2020,11,02,04,6.0,6,Good,2.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-02 05:00 AM,2020,11,02,05,6.0,6,Good,2.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-02 06:00 AM,2020,11,02,06,6.0,6,Good,2.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-02 07:00 AM,2020,11,02,07,6.0,6,Good,2.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-02 08:00 AM,2020,11,02,08,8.0,7,Good,4.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-02 09:00 AM,2020,11,02,09,17.0,16,Good,15.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-02 10:00 AM,2020,11,02,10,34.0,31,Good,35.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-02 11:00 AM,2020,11,02,11,50.0,46,Good,54.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-02 12:00 PM,2020,11,02,12,50.0,46,Good,54.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-02 01:00 PM,2020,11,02,13,23.0,21,Good,22.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-02 02:00 PM,2020,11,02,14,24.0,22,Good,24.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-02 03:00 PM,2020,11,02,15,30.0,28,Good,30.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-02 04:00 PM,2020,11,02,16,34.0,31,Good,34.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-02 05:00 PM,2020,11,02,17,36.0,33,Good,37.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-02 06:00 PM,2020,11,02,18,29.0,27,Good,28.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-02 07:00 PM,2020,11,02,19,24.0,22,Good,23.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-02 08:00 PM,2020,11,02,20,19.0,18,Good,17.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-02 09:00 PM,2020,11,02,21,18.0,17,Good,16.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-02 10:00 PM,2020,11,02,22,19.0,18,Good,17.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-02 11:00 PM,2020,11,02,23,9.0,8,Good,6.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-03 12:00 AM,2020,11,03,00,10.0,9,Good,6.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-03 01:00 AM,2020,11,03,01,8.0,7,Good,4.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-03 02:00 AM,2020,11,03,02,7.0,6,Good,3.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-03 03:00 AM,2020,11,03,03,7.0,6,Good,3.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-03 04:00 AM,2020,11,03,04,6.0,6,Good,2.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-03 05:00 AM,2020,11,03,05,5.0,5,Good,1.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-03 06:00 AM,2020,11,03,06,5.0,5,Good,1.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-03 07:00 AM,2020,11,03,07,6.0,6,Good,2.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-03 08:00 AM,2020,11,03,08,7.0,6,Good,2.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-03 09:00 AM,2020,11,03,09,9.0,8,Good,5.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-03 10:00 AM,2020,11,03,10,22.0,20,Good,20.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-03 11:00 AM,2020,11,03,11,38.0,35,Good,40.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-03 12:00 PM,2020,11,03,12,45.0,42,Good,47.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-03 01:00 PM,2020,11,03,13,35.0,32,Good,36.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-03 02:00 PM,2020,11,03,14,24.0,22,Good,23.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-03 03:00 PM,2020,11,03,15,26.0,24,Good,26.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-03 04:00 PM,2020,11,03,16,25.0,23,Good,24.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-03 05:00 PM,2020,11,03,17,22.0,20,Good,21.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-03 06:00 PM,2020,11,03,18,17.0,16,Good,15.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-03 07:00 PM,2020,11,03,19,12.0,11,Good,8.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-03 08:00 PM,2020,11,03,20,8.0,7,Good,5.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-03 09:00 PM,2020,11,03,21,15.0,14,Good,13.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-03 10:00 PM,2020,11,03,22,14.0,13,Good,11.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-03 11:00 PM,2020,11,03,23,9.0,8,Good,5.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-04 12:00 AM,2020,11,04,00,10.0,9,Good,6.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-04 01:00 AM,2020,11,04,01,9.0,8,Good,5.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-04 02:00 AM,2020,11,04,02,5.0,5,Good,4.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-04 03:00 AM,2020,11,04,03,6.0,6,Good,5.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-04 04:00 AM,2020,11,04,04,6.0,6,Good,3.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-04 05:00 AM,2020,11,04,05,2.0,2,Good,2.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-04 06:00 AM,2020,11,04,06,5.0,5,Good,2.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-04 07:00 AM,2020,11,04,07,9.0,8,Good,2.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-04 08:00 AM,2020,11,04,08,10.0,9,Good,3.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-04 09:00 AM,2020,11,04,09,15.0,14,Good,13.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-04 10:00 AM,2020,11,04,10,20.0,19,Good,27.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-04 11:00 AM,2020,11,04,11,23.0,21,Good,34.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-04 12:00 PM,2020,11,04,12,27.0,25,Good,41.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-04 01:00 PM,2020,11,04,13,28.0,26,Good,35.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-04 02:00 PM,2020,11,04,14,31.0,29,Good,34.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-04 03:00 PM,2020,11,04,15,31.0,29,Good,36.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-04 04:00 PM,2020,11,04,16,29.0,27,Good,36.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-04 05:00 PM,2020,11,04,17,30.0,28,Good,40.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-04 06:00 PM,2020,11,04,18,32.0,30,Good,41.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-04 07:00 PM,2020,11,04,19,31.0,29,Good,36.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-04 08:00 PM,2020,11,04,20,30.0,28,Good,26.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-04 09:00 PM,2020,11,04,21,31.0,29,Good,34.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-04 10:00 PM,2020,11,04,22,23.0,21,Good,20.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-04 11:00 PM,2020,11,04,23,23.0,21,Good,21.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-05 12:00 AM,2020,11,05,00,18.0,17,Good,14.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-05 01:00 AM,2020,11,05,01,17.0,16,Good,19.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-05 02:00 AM,2020,11,05,02,15.0,14,Good,23.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-05 03:00 AM,2020,11,05,03,17.0,16,Good,23.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-05 04:00 AM,2020,11,05,04,16.0,15,Good,18.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-05 05:00 AM,2020,11,05,05,17.0,16,Good,20.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-05 06:00 AM,2020,11,05,06,14.0,13,Good,9.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-05 07:00 AM,2020,11,05,07,14.0,13,Good,3.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-05 08:00 AM,2020,11,05,08,22.0,20,Good,14.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-05 09:00 AM,2020,11,05,09,26.0,24,Good,29.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-05 10:00 AM,2020,11,05,10,26.0,24,Good,37.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-05 11:00 AM,2020,11,05,11,27.0,25,Good,40.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-05 12:00 PM,2020,11,05,12,34.0,31,Good,47.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-05 01:00 PM,2020,11,05,13,40.0,37,Good,49.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-05 02:00 PM,2020,11,05,14,42.0,39,Good,46.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-05 03:00 PM,2020,11,05,15,46.0,43,Good,52.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-05 04:00 PM,2020,11,05,16,44.0,41,Good,48.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-05 05:00 PM,2020,11,05,17,42.0,39,Good,43.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-05 06:00 PM,2020,11,05,18,40.0,37,Good,44.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-05 07:00 PM,2020,11,05,19,42.0,39,Good,44.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-05 08:00 PM,2020,11,05,20,37.0,34,Good,39.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-05 09:00 PM,2020,11,05,21,31.0,29,Good,24.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-05 10:00 PM,2020,11,05,22,24.0,22,Good,15.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-05 11:00 PM,2020,11,05,23,21.0,19,Good,14.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-06 12:00 AM,2020,11,06,00,18.0,17,Good,11.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-06 01:00 AM,2020,11,06,01,13.0,12,Good,5.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-06 02:00 AM,2020,11,06,02,13.0,12,Good,10.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-06 03:00 AM,2020,11,06,03,10.0,9,Good,9.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-06 04:00 AM,2020,11,06,04,8.0,7,Good,9.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-06 05:00 AM,2020,11,06,05,6.0,6,Good,7.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-06 06:00 AM,2020,11,06,06,12.0,11,Good,8.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-06 07:00 AM,2020,11,06,07,15.0,14,Good,8.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-06 08:00 AM,2020,11,06,08,19.0,18,Good,8.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-06 09:00 AM,2020,11,06,09,21.0,19,Good,18.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-06 10:00 AM,2020,11,06,10,27.0,25,Good,34.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-06 11:00 AM,2020,11,06,11,33.0,31,Good,44.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-06 12:00 PM,2020,11,06,12,41.0,38,Good,58.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-06 01:00 PM,2020,11,06,13,51.0,47,Good,66.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-06 02:00 PM,2020,11,06,14,47.0,44,Good,40.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-06 03:00 PM,2020,11,06,15,47.0,44,Good,38.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-06 04:00 PM,2020,11,06,16,48.0,44,Good,45.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-06 05:00 PM,2020,11,06,17,46.0,43,Good,48.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-06 06:00 PM,2020,11,06,18,42.0,39,Good,44.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-06 07:00 PM,2020,11,06,19,38.0,35,Good,42.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-06 08:00 PM,2020,11,06,20,38.0,35,Good,40.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-06 09:00 PM,2020,11,06,21,36.0,33,Good,35.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-06 10:00 PM,2020,11,06,22,32.0,30,Good,31.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-06 11:00 PM,2020,11,06,23,27.0,25,Good,22.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-07 12:00 AM,2020,11,07,00,25.0,23,Good,20.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-07 01:00 AM,2020,11,07,01,23.0,21,Good,16.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-07 02:00 AM,2020,11,07,02,23.0,21,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2020-11-07 03:00 AM,2020,11,07,03,19.0,18,Good,17.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-07 04:00 AM,2020,11,07,04,15.0,14,Good,12.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-07 05:00 AM,2020,11,07,05,16.0,15,Good,7.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-07 06:00 AM,2020,11,07,06,16.0,15,Good,13.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-07 07:00 AM,2020,11,07,07,16.0,15,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2020-11-07 08:00 AM,2020,11,07,08,18.0,17,Good,10.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-07 09:00 AM,2020,11,07,09,26.0,24,Good,20.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-07 10:00 AM,2020,11,07,10,33.0,31,Good,33.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-07 11:00 AM,2020,11,07,11,37.0,34,Good,44.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-07 12:00 PM,2020,11,07,12,35.0,32,Good,47.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-07 01:00 PM,2020,11,07,13,38.0,35,Good,50.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-07 02:00 PM,2020,11,07,14,45.0,42,Good,51.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-07 03:00 PM,2020,11,07,15,50.0,46,Good,53.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-07 04:00 PM,2020,11,07,16,45.0,42,Good,46.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-07 05:00 PM,2020,11,07,17,44.0,41,Good,42.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-07 06:00 PM,2020,11,07,18,36.0,33,Good,27.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-07 07:00 PM,2020,11,07,19,36.0,33,Good,33.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-07 08:00 PM,2020,11,07,20,23.0,21,Good,13.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-07 09:00 PM,2020,11,07,21,20.0,19,Good,15.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-07 10:00 PM,2020,11,07,22,14.0,13,Good,14.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-07 11:00 PM,2020,11,07,23,13.0,12,Good,16.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-08 12:00 AM,2020,11,08,00,7.0,6,Good,6.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-08 01:00 AM,2020,11,08,01,6.0,6,Good,7.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-08 02:00 AM,2020,11,08,02,5.0,5,Good,6.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-08 03:00 AM,2020,11,08,03,0.0,0,Good,4.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-08 04:00 AM,2020,11,08,04,1.0,1,Good,5.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-08 05:00 AM,2020,11,08,05,1.0,1,Good,4.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-08 06:00 AM,2020,11,08,06,4.0,4,Good,4.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-08 07:00 AM,2020,11,08,07,7.0,6,Good,8.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-08 08:00 AM,2020,11,08,08,12.0,11,Good,8.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-08 09:00 AM,2020,11,08,09,14.0,13,Good,15.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-08 10:00 AM,2020,11,08,10,21.0,19,Good,30.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-08 11:00 AM,2020,11,08,11,27.0,25,Good,41.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-08 12:00 PM,2020,11,08,12,33.0,31,Good,46.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-08 01:00 PM,2020,11,08,13,34.0,31,Good,43.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-08 02:00 PM,2020,11,08,14,39.0,36,Good,51.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-08 03:00 PM,2020,11,08,15,40.0,37,Good,49.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-08 04:00 PM,2020,11,08,16,37.0,34,Good,40.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-08 05:00 PM,2020,11,08,17,35.0,32,Good,33.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-08 06:00 PM,2020,11,08,18,30.0,28,Good,24.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-08 07:00 PM,2020,11,08,19,22.0,20,Good,14.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-08 08:00 PM,2020,11,08,20,15.0,14,Good,7.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-08 09:00 PM,2020,11,08,21,11.0,10,Good,5.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-08 10:00 PM,2020,11,08,22,9.0,8,Good,12.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-08 11:00 PM,2020,11,08,23,5.0,5,Good,3.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-09 12:00 AM,2020,11,09,00,6.0,6,Good,2.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-09 01:00 AM,2020,11,09,01,7.0,6,Good,2.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-09 02:00 AM,2020,11,09,02,7.0,6,Good,1.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-09 03:00 AM,2020,11,09,03,5.0,5,Good,5.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-09 04:00 AM,2020,11,09,04,4.0,4,Good,3.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-09 05:00 AM,2020,11,09,05,4.0,4,Good,3.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-09 06:00 AM,2020,11,09,06,5.0,5,Good,3.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-09 07:00 AM,2020,11,09,07,7.0,6,Good,3.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-09 08:00 AM,2020,11,09,08,10.0,9,Good,3.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-09 09:00 AM,2020,11,09,09,16.0,15,Good,12.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-09 10:00 AM,2020,11,09,10,22.0,20,Good,32.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-09 11:00 AM,2020,11,09,11,27.0,25,Good,46.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-09 12:00 PM,2020,11,09,12,37.0,34,Good,59.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-09 01:00 PM,2020,11,09,13,38.0,35,Good,46.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-09 02:00 PM,2020,11,09,14,43.0,40,Good,50.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2020-11-09 03:00 PM,2020,11,09,15,47.0,44,Good,57.0,PPB,1 Hr,Valid
