Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Sarajevo,PM2.5 - Principal,2021-01-01 01:00 AM,2021,01,01,01,105.7,177,Unhealthy,105.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2021-01-01 02:00 AM,2021,01,01,02,114.8,182,Unhealthy,124.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2021-01-01 03:00 AM,2021,01,01,03,125.9,187,Unhealthy,137.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2021-01-01 04:00 AM,2021,01,01,04,134.4,192,Unhealthy,143.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2021-01-01 05:00 AM,2021,01,01,05,120.2,184,Unhealthy,106.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2021-01-01 06:00 AM,2021,01,01,06,105.1,177,Unhealthy,90.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2021-01-01 07:00 AM,2021,01,01,07,90.0,169,Unhealthy,75.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2021-01-01 08:00 AM,2021,01,01,08,78.0,163,Unhealthy,66.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2021-01-01 09:00 AM,2021,01,01,09,69.5,158,Unhealthy,61.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2021-01-01 10:00 AM,2021,01,01,10,63.7,155,Unhealthy,58.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2021-01-01 11:00 AM,2021,01,01,11,64.3,156,Unhealthy,65.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2021-01-01 12:00 PM,2021,01,01,12,68.6,158,Unhealthy,73.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2021-01-01 01:00 PM,2021,01,01,13,84.8,166,Unhealthy,101.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2021-01-01 02:00 PM,2021,01,01,14,80.9,164,Unhealthy,77.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2021-01-01 03:00 PM,2021,01,01,15,50.4,138,Unhealthy for Sensitive Groups,20.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2021-01-01 04:00 PM,2021,01,01,16,27.7,84,Moderate,5.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2021-01-01 05:00 PM,2021,01,01,17,20.8,69,Moderate,14.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2021-01-01 06:00 PM,2021,01,01,18,44.4,123,Unhealthy for Sensitive Groups,68.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2021-01-01 07:00 PM,2021,01,01,19,39.2,110,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2021-01-01 08:00 PM,2021,01,01,20,39.0,110,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2021-01-01 09:00 PM,2021,01,01,21,38.5,108,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2021-01-01 10:00 PM,2021,01,01,22,25.2,79,Moderate,12.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2021-01-01 11:00 PM,2021,01,01,23,18.1,64,Moderate,11.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2021-01-02 12:00 AM,2021,01,02,00,26.0,80,Moderate,34.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2021-01-02 01:00 AM,2021,01,02,01,33.5,96,Moderate,41.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2021-01-02 02:00 AM,2021,01,02,02,30.2,89,Moderate,27.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2021-01-02 03:00 AM,2021,01,02,03,24.1,76,Moderate,18.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2021-01-02 04:00 AM,2021,01,02,04,16.5,60,Moderate,9.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2021-01-02 05:00 AM,2021,01,02,05,11.2,47,Good,6.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2021-01-02 06:00 AM,2021,01,02,06,8.1,34,Good,5.0,UG/M3,1 Hr,Valid
