Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Kolkata,PM2.5 - Principal,2022-01-01 02:00 AM,2022,01,01,02,199.6,250,Very Unhealthy,150.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-01 03:00 AM,2022,01,01,03,162.8,213,Very Unhealthy,126.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-01 04:00 AM,2022,01,01,04,136.9,193,Unhealthy,111.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-01 05:00 AM,2022,01,01,05,134.9,192,Unhealthy,133.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-01 06:00 AM,2022,01,01,06,130.4,190,Unhealthy,126.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-01 07:00 AM,2022,01,01,07,135.7,192,Unhealthy,141.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-01 08:00 AM,2022,01,01,08,137.3,193,Unhealthy,139.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-01 09:00 AM,2022,01,01,09,138.6,194,Unhealthy,140.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-01 10:00 AM,2022,01,01,10,135.3,192,Unhealthy,132.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-01 11:00 AM,2022,01,01,11,121.1,185,Unhealthy,107.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-01 12:00 PM,2022,01,01,12,114.5,181,Unhealthy,108.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-01 01:00 PM,2022,01,01,13,107.1,178,Unhealthy,91.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-01 02:00 PM,2022,01,01,14,93.6,171,Unhealthy,79.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-01 03:00 PM,2022,01,01,15,84.1,166,Unhealthy,75.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-01 04:00 PM,2022,01,01,16,79.1,163,Unhealthy,74.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-01 05:00 PM,2022,01,01,17,73.2,160,Unhealthy,68.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-01 06:00 PM,2022,01,01,18,85.6,167,Unhealthy,98.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-01 07:00 PM,2022,01,01,19,121.8,185,Unhealthy,158.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-01 08:00 PM,2022,01,01,20,145.9,198,Unhealthy,170.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-01 09:00 PM,2022,01,01,21,180.4,231,Very Unhealthy,215.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-01 10:00 PM,2022,01,01,22,186.2,236,Very Unhealthy,192.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-01 11:00 PM,2022,01,01,23,164.1,214,Very Unhealthy,142.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-02 12:00 AM,2022,01,02,00,150.0,200,Unhealthy,136.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-02 01:00 AM,2022,01,02,01,138.5,194,Unhealthy,127.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-02 02:00 AM,2022,01,02,02,130.2,190,Unhealthy,122.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-02 03:00 AM,2022,01,02,03,125.1,187,Unhealthy,120.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-02 04:00 AM,2022,01,02,04,127.0,188,Unhealthy,129.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-02 05:00 AM,2022,01,02,05,122.0,185,Unhealthy,117.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-02 06:00 AM,2022,01,02,06,116.8,183,Unhealthy,111.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-02 07:00 AM,2022,01,02,07,117.3,183,Unhealthy,118.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-02 08:00 AM,2022,01,02,08,120.0,184,Unhealthy,123.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-02 09:00 AM,2022,01,02,09,120.0,184,Unhealthy,120.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-02 10:00 AM,2022,01,02,10,121.0,185,Unhealthy,122.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-02 11:00 AM,2022,01,02,11,122.8,186,Unhealthy,131.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-02 12:00 PM,2022,01,02,12,122.3,185,Unhealthy,122.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-02 01:00 PM,2022,01,02,13,123.5,186,Unhealthy,130.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-02 02:00 PM,2022,01,02,14,122.6,186,Unhealthy,118.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-02 03:00 PM,2022,01,02,15,119.9,184,Unhealthy,108.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-02 04:00 PM,2022,01,02,16,116.0,182,Unhealthy,104.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-02 05:00 PM,2022,01,02,17,112.9,181,Unhealthy,103.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-02 06:00 PM,2022,01,02,18,112.7,181,Unhealthy,112.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-02 07:00 PM,2022,01,02,19,120.3,184,Unhealthy,143.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-02 08:00 PM,2022,01,02,20,148.5,199,Unhealthy,181.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-02 09:00 PM,2022,01,02,21,178.3,229,Very Unhealthy,204.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-02 10:00 PM,2022,01,02,22,184.6,235,Very Unhealthy,191.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-02 11:00 PM,2022,01,02,23,187.7,238,Very Unhealthy,191.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-03 12:00 AM,2022,01,03,00,185.4,236,Very Unhealthy,183.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-03 01:00 AM,2022,01,03,01,173.8,224,Very Unhealthy,162.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-03 02:00 AM,2022,01,03,02,162.0,212,Very Unhealthy,150.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-03 03:00 AM,2022,01,03,03,145.6,198,Unhealthy,129.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-03 04:00 AM,2022,01,03,04,135.4,192,Unhealthy,125.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-03 05:00 AM,2022,01,03,05,135.5,192,Unhealthy,133.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-03 06:00 AM,2022,01,03,06,137.6,193,Unhealthy,137.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2022-01-03 07:00 AM,2022,01,03,07,143.5,196,Unhealthy,153.0,UG/M3,1 Hr,Valid
