Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Bishkek,PM2.5 - Principal,2019-02-06 06:00 PM,2019,02,06,18,41.7,116,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-06 07:00 PM,2019,02,06,19,44.3,123,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-06 08:00 PM,2019,02,06,20,59.1,153,Unhealthy,74.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-06 09:00 PM,2019,02,06,21,59.5,153,Unhealthy,60.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-06 10:00 PM,2019,02,06,22,68.8,158,Unhealthy,78.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-06 11:00 PM,2019,02,06,23,69.9,158,Unhealthy,71.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-07 12:00 AM,2019,02,07,00,230.9,281,Very Unhealthy,392.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-07 01:00 AM,2019,02,07,01,224.5,274,Very Unhealthy,218.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-07 02:00 AM,2019,02,07,02,149.7,200,Unhealthy,75.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-07 03:00 AM,2019,02,07,03,265.9,316,Hazardous,382.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-07 04:00 AM,2019,02,07,04,217.4,267,Very Unhealthy,169.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-07 05:00 AM,2019,02,07,05,130.7,190,Unhealthy,44.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-07 06:00 AM,2019,02,07,06,164.3,215,Very Unhealthy,198.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-07 07:00 AM,2019,02,07,07,186.2,236,Very Unhealthy,208.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-07 08:00 AM,2019,02,07,08,144.6,197,Unhealthy,103.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-07 09:00 AM,2019,02,07,09,108.3,178,Unhealthy,72.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-07 10:00 AM,2019,02,07,10,83.1,165,Unhealthy,58.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-07 11:00 AM,2019,02,07,11,122.0,185,Unhealthy,161.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-07 12:00 PM,2019,02,07,12,197.0,247,Very Unhealthy,272.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-07 01:00 PM,2019,02,07,13,243.5,293,Very Unhealthy,290.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-07 02:00 PM,2019,02,07,14,255.7,306,Hazardous,268.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-07 03:00 PM,2019,02,07,15,222.3,272,Very Unhealthy,189.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-07 04:00 PM,2019,02,07,16,190.1,240,Very Unhealthy,158.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-07 05:00 PM,2019,02,07,17,179.1,229,Very Unhealthy,168.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-07 06:00 PM,2019,02,07,18,184.0,234,Very Unhealthy,189.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-07 07:00 PM,2019,02,07,19,173.0,223,Very Unhealthy,162.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-07 08:00 PM,2019,02,07,20,167.0,217,Very Unhealthy,161.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-07 09:00 PM,2019,02,07,21,187.5,238,Very Unhealthy,208.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-07 10:00 PM,2019,02,07,22,239.0,289,Very Unhealthy,298.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-07 11:00 PM,2019,02,07,23,253.6,304,Hazardous,270.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-08 12:00 AM,2019,02,08,00,146.6,198,Unhealthy,37.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-08 01:00 AM,2019,02,08,01,94.3,171,Unhealthy,42.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-08 02:00 AM,2019,02,08,02,60.1,153,Unhealthy,26.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-08 03:00 AM,2019,02,08,03,219.5,269,Very Unhealthy,379.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-08 04:00 AM,2019,02,08,04,227.8,278,Very Unhealthy,236.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-08 05:00 AM,2019,02,08,05,224.4,274,Very Unhealthy,221.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-08 06:00 AM,2019,02,08,06,194.2,244,Very Unhealthy,164.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-08 07:00 AM,2019,02,08,07,114.0,181,Unhealthy,34.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-08 08:00 AM,2019,02,08,08,96.5,172,Unhealthy,79.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-08 09:00 AM,2019,02,08,09,209.7,260,Very Unhealthy,323.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-08 10:00 AM,2019,02,08,10,223.8,274,Very Unhealthy,238.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-08 11:00 AM,2019,02,08,11,255.4,306,Hazardous,287.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-08 12:00 PM,2019,02,08,12,263.7,314,Hazardous,272.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-08 01:00 PM,2019,02,08,13,222.3,272,Very Unhealthy,181.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-08 02:00 PM,2019,02,08,14,209.2,259,Very Unhealthy,196.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-08 03:00 PM,2019,02,08,15,219.0,269,Very Unhealthy,229.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-08 04:00 PM,2019,02,08,16,205.5,256,Very Unhealthy,192.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-08 05:00 PM,2019,02,08,17,198.2,248,Very Unhealthy,191.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-08 06:00 PM,2019,02,08,18,198.1,248,Very Unhealthy,198.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-08 07:00 PM,2019,02,08,19,196.0,246,Very Unhealthy,194.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-08 08:00 PM,2019,02,08,20,200.1,250,Very Unhealthy,204.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-08 09:00 PM,2019,02,08,21,167.0,217,Very Unhealthy,134.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-08 10:00 PM,2019,02,08,22,118.9,184,Unhealthy,71.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-08 11:00 PM,2019,02,08,23,80.4,164,Unhealthy,42.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-09 12:00 AM,2019,02,09,00,58.2,152,Unhealthy,36.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-09 01:00 AM,2019,02,09,01,48.5,133,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-09 02:00 AM,2019,02,09,02,38.7,109,Unhealthy for Sensitive Groups,29.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-09 03:00 AM,2019,02,09,03,33.8,97,Moderate,29.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-09 04:00 AM,2019,02,09,04,26.4,81,Moderate,19.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-09 05:00 AM,2019,02,09,05,42.6,118,Unhealthy for Sensitive Groups,59.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-09 06:00 AM,2019,02,09,06,29.8,88,Moderate,17.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-09 07:00 AM,2019,02,09,07,24.3,77,Moderate,19.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-09 08:00 AM,2019,02,09,08,20.6,69,Moderate,17.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-09 09:00 AM,2019,02,09,09,18.8,65,Moderate,17.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-09 10:00 AM,2019,02,09,10,22.4,73,Moderate,26.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-09 11:00 AM,2019,02,09,11,66.2,157,Unhealthy,110.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-09 12:00 PM,2019,02,09,12,52.1,142,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-09 01:00 PM,2019,02,09,13,46.0,127,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-09 02:00 PM,2019,02,09,14,55.5,151,Unhealthy,65.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-09 03:00 PM,2019,02,09,15,87.2,167,Unhealthy,119.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-09 04:00 PM,2019,02,09,16,80.6,164,Unhealthy,74.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-09 05:00 PM,2019,02,09,17,80.3,164,Unhealthy,80.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-09 06:00 PM,2019,02,09,18,86.6,167,Unhealthy,93.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-09 07:00 PM,2019,02,09,19,79.3,163,Unhealthy,72.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-09 08:00 PM,2019,02,09,20,84.6,166,Unhealthy,90.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-09 09:00 PM,2019,02,09,21,83.3,165,Unhealthy,82.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-09 10:00 PM,2019,02,09,22,63.6,155,Unhealthy,44.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-09 11:00 PM,2019,02,09,23,40.3,113,Unhealthy for Sensitive Groups,17.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-10 12:00 AM,2019,02,10,00,31.6,92,Moderate,23.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-10 01:00 AM,2019,02,10,01,23.8,76,Moderate,16.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-10 02:00 AM,2019,02,10,02,18.9,65,Moderate,14.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-10 03:00 AM,2019,02,10,03,18.9,65,Moderate,19.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-10 04:00 AM,2019,02,10,04,17.4,62,Moderate,16.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-10 05:00 AM,2019,02,10,05,18.2,64,Moderate,19.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-10 06:00 AM,2019,02,10,06,18.1,64,Moderate,18.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-10 07:00 AM,2019,02,10,07,29.5,88,Moderate,41.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-10 08:00 AM,2019,02,10,08,34.2,97,Moderate,39.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-10 09:00 AM,2019,02,10,09,29.1,87,Moderate,24.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-10 10:00 AM,2019,02,10,10,25.5,79,Moderate,22.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-10 11:00 AM,2019,02,10,11,28.7,86,Moderate,32.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-10 12:00 PM,2019,02,10,12,29.8,88,Moderate,31.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-10 01:00 PM,2019,02,10,13,35.4,100,Moderate,41.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-10 02:00 PM,2019,02,10,14,39.7,111,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-10 03:00 PM,2019,02,10,15,41.3,115,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-10 04:00 PM,2019,02,10,16,40.1,112,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-10 05:00 PM,2019,02,10,17,39.5,111,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-10 06:00 PM,2019,02,10,18,49.8,136,Unhealthy for Sensitive Groups,60.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-10 07:00 PM,2019,02,10,19,54.9,149,Unhealthy for Sensitive Groups,60.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-10 08:00 PM,2019,02,10,20,69.9,158,Unhealthy,85.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-10 09:00 PM,2019,02,10,21,67.4,157,Unhealthy,65.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-10 10:00 PM,2019,02,10,22,56.2,151,Unhealthy,45.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-10 11:00 PM,2019,02,10,23,49.1,134,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-11 12:00 AM,2019,02,11,00,40.5,113,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-11 01:00 AM,2019,02,11,01,36.2,103,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-11 02:00 AM,2019,02,11,02,30.1,89,Moderate,24.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-11 03:00 AM,2019,02,11,03,25.5,79,Moderate,21.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-11 04:00 AM,2019,02,11,04,24.7,77,Moderate,24.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-11 05:00 AM,2019,02,11,05,24.3,77,Moderate,24.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-11 06:00 AM,2019,02,11,06,25.1,78,Moderate,26.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-11 07:00 AM,2019,02,11,07,20.5,69,Moderate,16.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-11 08:00 AM,2019,02,11,08,21.7,71,Moderate,23.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-11 09:00 AM,2019,02,11,09,47.3,130,Unhealthy for Sensitive Groups,73.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-11 10:00 AM,2019,02,11,10,62.7,155,Unhealthy,78.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-11 11:00 AM,2019,02,11,11,73.8,160,Unhealthy,85.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-11 12:00 PM,2019,02,11,12,79.9,164,Unhealthy,86.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-11 01:00 PM,2019,02,11,13,74.4,161,Unhealthy,69.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-11 02:00 PM,2019,02,11,14,55.7,151,Unhealthy,37.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-11 03:00 PM,2019,02,11,15,44.8,124,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-11 04:00 PM,2019,02,11,16,51.4,140,Unhealthy for Sensitive Groups,58.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-11 05:00 PM,2019,02,11,17,55.7,151,Unhealthy,60.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-11 06:00 PM,2019,02,11,18,65.3,156,Unhealthy,75.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-11 07:00 PM,2019,02,11,19,65.1,156,Unhealthy,65.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-11 08:00 PM,2019,02,11,20,73.6,160,Unhealthy,82.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-11 09:00 PM,2019,02,11,21,84.8,166,Unhealthy,96.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-11 10:00 PM,2019,02,11,22,169.4,220,Very Unhealthy,254.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-11 11:00 PM,2019,02,11,23,190.2,240,Very Unhealthy,211.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-12 12:00 AM,2019,02,12,00,135.1,192,Unhealthy,80.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-12 01:00 AM,2019,02,12,01,92.0,170,Unhealthy,49.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-12 02:00 AM,2019,02,12,02,71.0,159,Unhealthy,50.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-12 03:00 AM,2019,02,12,03,55.0,149,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-12 04:00 AM,2019,02,12,04,43.5,121,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-12 05:00 AM,2019,02,12,05,34.2,97,Moderate,25.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-12 06:00 AM,2019,02,12,06,29.6,88,Moderate,25.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-12 07:00 AM,2019,02,12,07,29.8,88,Moderate,30.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-12 08:00 AM,2019,02,12,08,36.3,103,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-12 09:00 AM,2019,02,12,09,36.6,104,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-12 10:00 AM,2019,02,12,10,44.3,123,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-12 11:00 AM,2019,02,12,11,53.1,144,Unhealthy for Sensitive Groups,62.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-12 12:00 PM,2019,02,12,12,54.5,148,Unhealthy for Sensitive Groups,56.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-12 01:00 PM,2019,02,12,13,53.2,145,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-12 02:00 PM,2019,02,12,14,67.1,157,Unhealthy,81.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-12 03:00 PM,2019,02,12,15,71.0,159,Unhealthy,75.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-12 04:00 PM,2019,02,12,16,84.5,166,Unhealthy,98.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-12 05:00 PM,2019,02,12,17,80.2,164,Unhealthy,76.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-12 06:00 PM,2019,02,12,18,74.1,161,Unhealthy,68.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-12 07:00 PM,2019,02,12,19,66.5,157,Unhealthy,59.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-12 08:00 PM,2019,02,12,20,58.7,153,Unhealthy,51.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-12 09:00 PM,2019,02,12,21,49.8,136,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-12 10:00 PM,2019,02,12,22,51.9,141,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-12 11:00 PM,2019,02,12,23,49.9,136,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-13 12:00 AM,2019,02,13,00,51.4,140,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-13 01:00 AM,2019,02,13,01,51.7,141,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-13 02:00 AM,2019,02,13,02,63.8,155,Unhealthy,76.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-13 03:00 AM,2019,02,13,03,65.9,156,Unhealthy,68.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-13 04:00 AM,2019,02,13,04,55.4,150,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-13 05:00 AM,2019,02,13,05,53.3,145,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-13 06:00 AM,2019,02,13,06,55.9,151,Unhealthy,59.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-13 07:00 AM,2019,02,13,07,55.5,151,Unhealthy,55.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-13 08:00 AM,2019,02,13,08,51.5,140,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-13 09:00 AM,2019,02,13,09,50.7,138,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-13 10:00 AM,2019,02,13,10,57.1,152,Unhealthy,66.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-13 11:00 AM,2019,02,13,11,77.5,162,Unhealthy,97.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-13 12:00 PM,2019,02,13,12,130.7,190,Unhealthy,184.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-13 01:00 PM,2019,02,13,13,139.9,195,Unhealthy,149.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-13 02:00 PM,2019,02,13,14,114.4,181,Unhealthy,89.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-13 03:00 PM,2019,02,13,15,104.7,176,Unhealthy,95.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-13 04:00 PM,2019,02,13,16,88.8,168,Unhealthy,73.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-13 05:00 PM,2019,02,13,17,95.9,172,Unhealthy,103.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-13 06:00 PM,2019,02,13,18,87.9,168,Unhealthy,80.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-13 07:00 PM,2019,02,13,19,67.4,157,Unhealthy,47.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-13 08:00 PM,2019,02,13,20,57.7,152,Unhealthy,48.0,UG/M3,1 Hr,Valid
Bishkek,PM2.5 - Principal,2019-02-13 09:00 PM,2019,02,13,21,53.8,146,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
