Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Embassy Kathmandu,PM2.5 - Principal,2020-01-01 10:00 PM,2020,01,01,22,208.5,258,Very Unhealthy,270.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-01 11:00 PM,2020,01,01,23,249.7,299,Very Unhealthy,291.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-02 12:00 AM,2020,01,02,00,237.9,288,Very Unhealthy,226.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-02 01:00 AM,2020,01,02,01,213.4,263,Very Unhealthy,189.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-02 02:00 AM,2020,01,02,02,196.7,247,Very Unhealthy,180.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-02 03:00 AM,2020,01,02,03,168.3,219,Very Unhealthy,140.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-02 04:00 AM,2020,01,02,04,145.2,197,Unhealthy,122.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-02 05:00 AM,2020,01,02,05,134.1,192,Unhealthy,123.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-02 06:00 AM,2020,01,02,06,130.5,190,Unhealthy,127.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-02 07:00 AM,2020,01,02,07,127.2,188,Unhealthy,124.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-02 08:00 AM,2020,01,02,08,144.1,197,Unhealthy,161.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-02 09:00 AM,2020,01,02,09,169.0,219,Very Unhealthy,194.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-02 10:00 AM,2020,01,02,10,184.0,234,Very Unhealthy,199.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-02 11:00 AM,2020,01,02,11,178.9,229,Very Unhealthy,176.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-02 12:00 PM,2020,01,02,12,152.9,203,Very Unhealthy,118.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-02 01:00 PM,2020,01,02,13,114.9,182,Unhealthy,81.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-02 02:00 PM,2020,01,02,14,100.9,174,Unhealthy,87.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-02 03:00 PM,2020,01,02,15,92.9,170,Unhealthy,85.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-02 04:00 PM,2020,01,02,16,77.9,163,Unhealthy,63.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-02 05:00 PM,2020,01,02,17,63.9,155,Unhealthy,50.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-02 06:00 PM,2020,01,02,18,90.9,169,Unhealthy,118.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-02 07:00 PM,2020,01,02,19,99.4,174,Unhealthy,108.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-02 08:00 PM,2020,01,02,20,141.2,195,Unhealthy,183.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-02 09:00 PM,2020,01,02,21,173.1,223,Very Unhealthy,205.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-02 10:00 PM,2020,01,02,22,233.0,283,Very Unhealthy,293.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-02 11:00 PM,2020,01,02,23,243.0,293,Very Unhealthy,253.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-03 12:00 AM,2020,01,03,00,251.0,301,Hazardous,259.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-03 01:00 AM,2020,01,03,01,232.0,282,Very Unhealthy,213.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-03 02:00 AM,2020,01,03,02,189.5,240,Very Unhealthy,147.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-03 03:00 AM,2020,01,03,03,153.7,204,Very Unhealthy,118.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-03 04:00 AM,2020,01,03,04,133.3,191,Unhealthy,113.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-03 05:00 AM,2020,01,03,05,111.1,180,Unhealthy,89.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-03 06:00 AM,2020,01,03,06,101.0,174,Unhealthy,91.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-03 07:00 AM,2020,01,03,07,104.0,176,Unhealthy,107.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-03 08:00 AM,2020,01,03,08,116.0,182,Unhealthy,128.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-03 09:00 AM,2020,01,03,09,140.5,195,Unhealthy,165.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-03 10:00 AM,2020,01,03,10,173.2,223,Very Unhealthy,206.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-03 11:00 AM,2020,01,03,11,238.1,288,Very Unhealthy,303.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-03 12:00 PM,2020,01,03,12,290.5,341,Hazardous,343.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-03 01:00 PM,2020,01,03,13,297.2,347,Hazardous,304.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-03 02:00 PM,2020,01,03,14,206.6,257,Very Unhealthy,116.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-03 03:00 PM,2020,01,03,15,144.3,197,Unhealthy,82.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-03 04:00 PM,2020,01,03,16,144.3,197,Unhealthy,985.0,UG/M3,1 Hr,Invalid
Embassy Kathmandu,PM2.5 - Principal,2020-01-03 05:00 PM,2020,01,03,17,76.0,162,Unhealthy,42.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-03 06:00 PM,2020,01,03,18,60.6,154,Unhealthy,49.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-03 07:00 PM,2020,01,03,19,64.5,156,Unhealthy,68.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-03 08:00 PM,2020,01,03,20,61.6,154,Unhealthy,59.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-03 09:00 PM,2020,01,03,21,77.5,162,Unhealthy,93.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-03 10:00 PM,2020,01,03,22,86.8,167,Unhealthy,96.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-03 11:00 PM,2020,01,03,23,82.8,165,Unhealthy,79.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-04 12:00 AM,2020,01,04,00,63.3,155,Unhealthy,44.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-04 01:00 AM,2020,01,04,01,49.6,136,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-04 02:00 AM,2020,01,04,02,46.8,129,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-04 03:00 AM,2020,01,04,03,48.9,134,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-04 04:00 AM,2020,01,04,04,41.9,117,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-04 05:00 AM,2020,01,04,05,34.4,98,Moderate,27.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-04 06:00 AM,2020,01,04,06,34.7,99,Moderate,35.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-04 07:00 AM,2020,01,04,07,45.8,126,Unhealthy for Sensitive Groups,57.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-04 08:00 AM,2020,01,04,08,57.9,152,Unhealthy,70.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-04 09:00 AM,2020,01,04,09,59.4,153,Unhealthy,61.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-04 10:00 AM,2020,01,04,10,50.7,138,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-04 11:00 AM,2020,01,04,11,55.8,151,Unhealthy,61.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-04 12:00 PM,2020,01,04,12,67.4,157,Unhealthy,79.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-04 01:00 PM,2020,01,04,13,62.7,155,Unhealthy,58.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-04 02:00 PM,2020,01,04,14,56.3,151,Unhealthy,50.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-04 03:00 PM,2020,01,04,15,57.1,152,Unhealthy,58.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-04 04:00 PM,2020,01,04,16,51.5,140,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-04 05:00 PM,2020,01,04,17,51.7,141,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-04 06:00 PM,2020,01,04,18,61.3,154,Unhealthy,72.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-04 07:00 PM,2020,01,04,19,84.9,166,Unhealthy,108.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-04 08:00 PM,2020,01,04,20,110.9,180,Unhealthy,137.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-04 09:00 PM,2020,01,04,21,99.4,174,Unhealthy,88.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-04 10:00 PM,2020,01,04,22,99.2,174,Unhealthy,99.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-04 11:00 PM,2020,01,04,23,76.6,162,Unhealthy,54.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-05 12:00 AM,2020,01,05,00,66.3,157,Unhealthy,56.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-05 01:00 AM,2020,01,05,01,56.1,151,Unhealthy,46.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-05 02:00 AM,2020,01,05,02,58.0,152,Unhealthy,60.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-05 03:00 AM,2020,01,05,03,69.5,158,Unhealthy,81.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-05 04:00 AM,2020,01,05,04,41.2,115,Unhealthy for Sensitive Groups,13.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-05 05:00 AM,2020,01,05,05,29.1,87,Moderate,17.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-05 06:00 AM,2020,01,05,06,24.0,76,Moderate,19.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-05 07:00 AM,2020,01,05,07,25.0,78,Moderate,26.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-05 08:00 AM,2020,01,05,08,45.0,124,Unhealthy for Sensitive Groups,65.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-05 09:00 AM,2020,01,05,09,50.9,139,Unhealthy for Sensitive Groups,57.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-05 10:00 AM,2020,01,05,10,46.9,129,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-05 11:00 AM,2020,01,05,11,43.9,122,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-05 12:00 PM,2020,01,05,12,40.9,114,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-05 01:00 PM,2020,01,05,13,27.4,83,Moderate,14.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-05 02:00 PM,2020,01,05,14,21.2,70,Moderate,15.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-05 03:00 PM,2020,01,05,15,17.1,62,Moderate,13.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-05 04:00 PM,2020,01,05,16,13.5,54,Moderate,10.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-05 05:00 PM,2020,01,05,17,15.2,58,Moderate,17.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-05 06:00 PM,2020,01,05,18,20.6,69,Moderate,26.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-05 07:00 PM,2020,01,05,19,31.3,91,Moderate,42.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-05 08:00 PM,2020,01,05,20,42.1,117,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-05 09:00 PM,2020,01,05,21,44.5,123,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-05 10:00 PM,2020,01,05,22,53.7,146,Unhealthy for Sensitive Groups,63.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-05 11:00 PM,2020,01,05,23,58.3,152,Unhealthy,63.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-06 12:00 AM,2020,01,06,00,49.6,136,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-06 01:00 AM,2020,01,06,01,41.3,115,Unhealthy for Sensitive Groups,33.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-06 02:00 AM,2020,01,06,02,35.1,99,Moderate,29.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-06 03:00 AM,2020,01,06,03,35.5,101,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-06 04:00 AM,2020,01,06,04,38.7,109,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-06 05:00 AM,2020,01,06,05,37.4,106,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-06 06:00 AM,2020,01,06,06,39.2,110,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-06 07:00 AM,2020,01,06,07,40.1,112,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-06 08:00 AM,2020,01,06,08,49.5,135,Unhealthy for Sensitive Groups,59.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-06 09:00 AM,2020,01,06,09,87.7,168,Unhealthy,126.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-06 10:00 AM,2020,01,06,10,102.3,175,Unhealthy,117.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-06 11:00 AM,2020,01,06,11,94.7,171,Unhealthy,87.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-06 12:00 PM,2020,01,06,12,68.3,158,Unhealthy,42.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-06 01:00 PM,2020,01,06,13,50.1,137,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-06 02:00 PM,2020,01,06,14,40.5,113,Unhealthy for Sensitive Groups,31.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-06 03:00 PM,2020,01,06,15,40.2,113,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-06 04:00 PM,2020,01,06,16,43.1,120,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-06 05:00 PM,2020,01,06,17,41.0,115,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-06 06:00 PM,2020,01,06,18,38.5,108,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-06 07:00 PM,2020,01,06,19,43.2,120,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-06 08:00 PM,2020,01,06,20,47.1,130,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-06 09:00 PM,2020,01,06,21,66.0,156,Unhealthy,85.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-06 10:00 PM,2020,01,06,22,89.5,169,Unhealthy,113.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-06 11:00 PM,2020,01,06,23,104.2,176,Unhealthy,119.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-07 12:00 AM,2020,01,07,00,101.6,175,Unhealthy,99.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-07 01:00 AM,2020,01,07,01,88.8,168,Unhealthy,76.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-07 02:00 AM,2020,01,07,02,79.4,163,Unhealthy,70.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-07 03:00 AM,2020,01,07,03,72.7,160,Unhealthy,66.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-07 04:00 AM,2020,01,07,04,67.3,157,Unhealthy,62.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-07 05:00 AM,2020,01,07,05,58.6,153,Unhealthy,50.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-07 06:00 AM,2020,01,07,06,79.8,164,Unhealthy,101.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-07 07:00 AM,2020,01,07,07,90.4,169,Unhealthy,101.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-07 08:00 AM,2020,01,07,08,86.7,167,Unhealthy,83.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-07 09:00 AM,2020,01,07,09,89.8,169,Unhealthy,93.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-07 10:00 AM,2020,01,07,10,84.4,166,Unhealthy,79.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-07 11:00 AM,2020,01,07,11,77.7,162,Unhealthy,71.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-07 12:00 PM,2020,01,07,12,62.8,155,Unhealthy,48.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-07 01:00 PM,2020,01,07,13,55.4,150,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-07 02:00 PM,2020,01,07,14,55.7,151,Unhealthy,56.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-07 03:00 PM,2020,01,07,15,54.3,147,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-07 04:00 PM,2020,01,07,16,47.1,130,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-07 05:00 PM,2020,01,07,17,52.5,143,Unhealthy for Sensitive Groups,58.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-07 06:00 PM,2020,01,07,18,72.2,160,Unhealthy,92.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-07 07:00 PM,2020,01,07,19,99.1,174,Unhealthy,126.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-07 08:00 PM,2020,01,07,20,94.0,171,Unhealthy,89.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-07 09:00 PM,2020,01,07,21,73.0,160,Unhealthy,52.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-07 10:00 PM,2020,01,07,22,68.0,157,Unhealthy,63.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-07 11:00 PM,2020,01,07,23,75.0,161,Unhealthy,82.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-08 12:00 AM,2020,01,08,00,74.5,161,Unhealthy,74.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-08 01:00 AM,2020,01,08,01,80.2,164,Unhealthy,86.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-08 02:00 AM,2020,01,08,02,81.1,164,Unhealthy,82.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-08 03:00 AM,2020,01,08,03,79.5,163,Unhealthy,78.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-08 04:00 AM,2020,01,08,04,75.7,161,Unhealthy,72.0,UG/M3,1 Hr,Valid
Embassy Kathmandu,PM2.5 - Principal,2020-01-08 05:00 AM,2020,01,08,05,70.3,159,Unhealthy,65.0,UG/M3,1 Hr,Valid
